,size,NN_routes,NN_distance,NN_running_time,TSP_routes,TSP_distance,TSP_running_time
16,25,"[20013, 44035, 44078, 20045, 20175, 20178, 20228, 44098, 44110, 20250, 44279, 44378, 20400, 44420, 20621, 44430, 44874, 44560, 20443, 44001, 20750, 44650, 44855, 20001, 44847, 20013]",103.47867637232356,0.0020842552185058594,"[20013, 20045, 20400, 20178, 20228, 20175, 20250, 20001, 44650, 44279, 44078, 44378, 44001, 44560, 44847, 44430, 44035, 44098, 44110, 44874, 44855, 44420, 20443, 20750, 20621, 20013]",44.02321427736217,5.962134838104248
17,2,"[94001, 99001, 94001]",76.5298035836184,9.274482727050781e-05,"[94001, 99001, 94001]",76.5298035836184,0.003509044647216797
18,26,"[41006, 18029, 18094, 18150, 18205, 18247, 18256, 18001, 41298, 41319, 19355, 18410, 41396, 18460, 41530, 86573, 18592, 41668, 18610, 18753, 18785, 41770, 41801, 41797, 18860, 91798, 41006]",788.2215481416342,0.002467632293701172,"[41006, 41530, 41668, 41396, 19355, 41797, 41801, 41298, 41319, 41770, 18001, 18094, 18610, 18029, 18205, 18860, 18785, 91798, 86573, 18150, 18410, 18247, 18753, 18592, 18256, 18460, 41006]",592.0483997485242,10.60475492477417
19,15,"[27075, 27086, 27099, 27150, 5234, 5284, 5361, 5873, 27372, 5475, 5480, 27495, 5842, 27615, 5847, 27075]",482.3380667162946,0.0007498264312744141,"[27075, 27099, 5873, 5475, 5847, 5842, 5284, 5361, 5234, 5480, 27086, 27150, 27615, 27372, 27495, 27075]",230.62656024562094,55.007132053375244
20,38,"[19022, 19050, 19075, 19100, 19110, 19130, 19137, 19142, 76001, 19212, 52256, 19256, 76275, 19318, 19355, 19364, 76364, 41396, 19392, 52399, 19397, 52405, 19418, 19450, 19455, 19473, 19532, 19548, 52540, 52612, 19622, 19698, 19785, 19780, 19824, 19807, 19821, 19809, 19022]",243.50524228341965,0.005090951919555664,"[19022, 19100, 19450, 52399, 52612, 52540, 52256, 52405, 19075, 19050, 19318, 19809, 76001, 76275, 19455, 19212, 19821, 19142, 19698, 76364, 19780, 19110, 19473, 19130, 19548, 19137, 19364, 19355, 41396, 19824, 19256, 19418, 19807, 19622, 19392, 19532, 19785, 19397, 19022]",126.05526454113648,5.379505157470703
21,42,"[5002, 17013, 73030, 17042, 73043, 5055, 25851, 73055, 25148, 73152, 25168, 73270, 17272, 73283, 25320, 66318, 73347, 73349, 5364, 17380, 73408, 73411, 17001, 17433, 73443, 17444, 17446, 5483, 17486, 17495, 17541, 17513, 25592, 66594, 17614, 17662, 25662, 73686, 17777, 73861, 73870, 5756, 5002]",174.00300549134207,0.006418943405151367,"[5002, 17013, 17513, 17777, 5364, 66318, 17042, 66594, 17614, 17272, 17486, 17001, 73870, 73152, 73347, 73270, 73283, 17446, 17433, 17444, 73349, 73443, 73055, 73408, 73411, 73686, 73043, 73861, 73030, 25662, 25168, 25320, 25592, 25851, 25148, 17380, 17495, 17662, 5756, 17541, 5483, 5055, 5002]",78.12163147331113,0.7920658588409424
22,8,"[95015, 50270, 95025, 95001, 50450, 50325, 50577, 50590, 95015]",42.44587566042771,0.00020194053649902344,"[95015, 95001, 50325, 50577, 50590, 50270, 50450, 95025, 95015]",36.361846400428306,0.04138016700744629
23,5,"[52250, 52520, 52835, 52473, 52390, 52250]",61.355406371427534,7.510185241699219e-05,"[52250, 52390, 52473, 52835, 52520, 52250]",61.35540637142743,0.005764007568359375
24,10,"[99773, 99524, 85139, 85230, 50568, 85325, 99624, 85430, 85440, 99001, 99773]",156.30236883646768,0.0002999305725097656,"[99773, 85230, 50568, 85139, 85440, 85430, 85325, 99624, 99524, 99001, 99773]",105.00300106257531,0.030012130737304688
25,24,"[68081, 68092, 68001, 13160, 68895, 54128, 68235, 68255, 68276, 68296, 68344, 68406, 68418, 68444, 68502, 68573, 68575, 68615, 68655, 20710, 68689, 13688, 13744, 5893, 68081]",97.42481532751509,0.0016782283782958984,"[68081, 68573, 68235, 68689, 68092, 68895, 68296, 68344, 68502, 68418, 68276, 68001, 68615, 68444, 68255, 54128, 20710, 68406, 68655, 68575, 13744, 13688, 13160, 5893, 68081]",59.95624300431428,0.31670284271240234
